rank,course_name,descendants_count,out_degree,graph_depth,importance_score
730,Chart Categories,0,0,0,10.0
731,Normalization vs Denormalization,0,0,0,10.0
732,Networking,0,0,0,10.0
733,Cohort Analysis,0,0,0,10.0
734,Job Preparation,0,0,0,10.0
735,Stakeholder Identification,0,0,0,10.0
736,Fact vs Dimension Tables,0,0,0,10.0
737,Certifications,0,0,0,10.0
738,Star vs Snowflake Schema,0,0,0,10.0
739,ETL Tools,0,0,0,10.0
740,Client Nodes,0,0,0,10.0
741,Blockchains,0,0,0,10.0
742,Smart Contract Frameworks,0,0,0,10.0
743,Supporting Languages,0,0,0,10.0
744,Frontend Frameworks,0,0,0,10.0
745,Applicability,0,0,0,10.0
746,Node as a Service,0,0,0,10.0
747,Management Platforms,0,0,0,10.0
748,Security,0,0,0,10.0
749,Client Libraries,0,0,0,10.0
750,Workers KV,0,0,0,10.0
751,How Computers Work,1,1,5,10.0
752,K-D Trees,0,0,0,10.0
753,Skip Lists,0,0,0,10.0
754,NP Complete,0,0,0,10.0
755,Bitwise Operators,0,0,0,10.0
756,Data Types,1,1,5,10.0
757,Operating Systems,0,0,0,10.0
758,Security Skills and Knowledge,0,0,0,10.0
759,Networking Knowledge,0,0,0,10.0
760,Fundamental IT Skills,0,0,0,10.0
761,Data Manipulation Libraries,0,0,0,10.0
762,Learn a Programming Lang.,0,0,0,10.0
763,Data Visualisation Libraries,0,0,0,10.0
764,Git and GitHub,0,0,0,10.0
765,Encryption,0,0,0,10.0
766,Data Masking,0,0,0,10.0
767,Data Mesh,0,0,0,10.0
768,Linux Basics,0,0,0,10.0
769,Authentication vs Authorization,0,0,0,10.0
770,MLOps,0,0,0,10.0
771,Introduction,0,0,0,10.0
772,Tokenization,0,0,0,10.0
773,Programming Skills,0,0,0,10.0
774,Distributed Systems Basics,0,0,0,10.0
775,Networking Fundamentals,0,0,0,10.0
776,What is Data Warehouse?,0,0,0,10.0
777,Key-Value,0,0,0,10.0
778,Data Structures and Algorithms,0,0,0,10.0
779,Database Fundamentals,0,0,0,10.0
780,Cluster Computing Basics,0,0,0,10.0
781,Document,0,0,0,10.0
782,Data Engineering Lifecycle,0,0,0,10.0
783,Data Collection Considerations,0,0,0,10.0
784,Data Lake,0,0,0,10.0
785,Business Intelligence,0,0,0,10.0
786,Sources of Data,0,0,0,10.0
787,Why are Data Structures Important?,0,0,0,10.0
788,Advanced Data Structures,0,0,0,10.0
789,Platforms to Practice,0,0,0,10.0
790,Problem Solving Techniques,0,0,0,10.0
791,Pick a Language,0,0,0,10.0
792,Search Algorithms,0,0,0,10.0
793,Creating Core Components,0,0,0,10.0
794,Project Management,0,0,0,10.0
795,Creating Core Components,0,0,0,10.0
796,CI / CD Tools,0,0,0,10.0
797,Networking Strategies,0,0,0,10.0
798,Presentation Techniques,0,0,0,10.0
799,Handling Q&A,0,0,0,10.0
800,Continuous Learning,0,0,0,10.0
801,Engaging Audience,0,0,0,10.0
802,Community Engagement,0,0,0,10.0
803,What is Engineering Management?,0,0,0,10.0
804,Basics of Dart,0,0,0,10.0
805,Basic AWS Services,4,1,14,10.0
806,Programming Languages,0,0,0,10.0
807,Projection,0,0,0,10.0
808,Graphics API,0,0,0,10.0
809,Computer Graphics,0,0,0,10.0
810,Merge Strategies,0,0,0,10.0
811,GitHub Models,0,0,0,10.0
812,GitHub Gists,0,0,0,10.0
813,Webhooks,0,0,0,10.0
814,GitHub Codespaces,0,0,0,10.0
815,GitHub Marketplace,0,0,0,10.0
816,GitHub Pages,0,0,0,10.0
817,GitHub Security,0,0,0,10.0
818,Submodules,0,0,0,10.0
819,GitHub Copilot,0,0,0,10.0
820,GitHub Education,0,0,0,10.0
821,GitHub Packages,0,0,0,10.0
822,Git Patch,0,0,0,10.0
823,GitHub Sponsors,0,0,0,10.0
824,Date and Time,0,0,0,10.0
825,Regular Expressions,0,0,0,10.0
826,Networking,0,0,0,10.0
827,Testing,0,0,0,10.0
828,File Operations,0,0,0,10.0
829,Cryptography,0,0,0,10.0
830,Annotations,0,0,0,10.0
831,Modules,0,0,0,10.0
832,Optionals,0,0,0,10.0
833,Concurrency,0,0,0,10.0
834,Introduction to JavaScript,0,0,0,10.0
835,Strict Mode,0,0,0,10.0
836,DOM APIs,0,0,0,10.0
837,Functions,0,0,0,10.0
838,Deployment Patterns,0,0,0,10.0
839,Containers,0,0,0,10.0
840,Advanced Topics,0,0,0,10.0
841,Introduction,0,0,0,10.0
842,Process Management,1,1,5,10.0
843,Navigation Basics,0,0,0,10.0
844,What is Unsupervised Learning?,0,0,0,10.0
845,Convolutional Neural Network,0,0,0,10.0
846,Preprocessing Techniques,0,0,0,10.0
847,Python,0,0,0,10.0
848,What is Machine Learning?,0,0,0,10.0
849,Creating Indexes,0,0,0,10.0
850,Template Engines,0,0,0,10.0
851,Building & Consuming APIs,0,0,0,10.0
852,Monitor Changes (Dev),0,0,0,10.0
853,Async Programming,0,0,0,10.0
854,PHP-FIG,0,0,0,10.0
855,Form Processing,0,0,0,10.0
856,HTTP Methods,0,0,0,10.0
857,OOP Fundamentals,0,0,0,10.0
858,SQL Query Patterns / Anti-patterns,0,0,0,10.0
859,Go-to-Market Strategy,0,0,0,10.0
860,Release Strategies,0,0,0,10.0
861,Code Formatting,0,0,0,10.0
862,Static Typing,0,0,0,10.0
863,Paradigms,0,0,0,10.0
864,List Comprehensions,0,0,0,10.0
865,Learn the Basics,0,0,0,10.0
866,Context Manager,0,0,0,10.0
867,Testing,0,0,0,10.0
868,Common Packages,0,0,0,10.0
869,Iterators,0,0,0,10.0
870,Lambdas,0,0,0,10.0
871,Generator Expressions,0,0,0,10.0
872,Decorators,0,0,0,10.0
873,Mobile Automation,0,0,0,10.0
874,Repo Hosting Services,0,0,0,10.0
875,Introduction,0,0,0,10.0
876,Server APIs,0,0,0,10.0
877,Suspense,0,0,0,10.0
878,What is Redis?,0,0,0,10.0
879,Authentication,0,0,0,10.0
880,Strings,0,0,0,10.0
881,Redis Sentinel,0,0,0,10.0
882,Network Security,0,0,0,10.0
883,Lifetimes & Borrow Checker,0,0,0,10.0
884,WebAssembly (WASM),3,1,11,10.0
885,Multithreading,0,0,0,10.0
886,Reactor,0,0,0,10.0
887,Actor Model,0,0,0,10.0
888,Task-Based,0,0,0,10.0
889,Category,0,0,0,10.0
890,Proactor,0,0,0,10.0
891,Reactive Approach,0,0,0,10.0
892,Function,0,0,0,10.0
893,Synchronization,0,0,0,10.0
894,TCP,0,0,0,10.0
895,Reactive Model,0,0,0,10.0
896,Security,0,0,0,10.0
897,Transactions,0,0,0,10.0
898,Server-Side Development,0,0,0,10.0
899,Networks,2,1,8,10.0
900,Model-Driven Design,0,0,0,10.0
901,Distributed,0,0,0,10.0
902,Structural,0,0,0,10.0
903,Messaging,0,0,0,10.0
904,Autoconfiguration,0,0,0,10.0
905,Actuators,0,0,0,10.0
906,Views,0,0,0,10.0
907,Data Manipulation Language (DML),0,0,0,10.0
908,Advanced Functions,0,0,0,10.0
909,Latency vs Throughput,0,0,0,10.0
910,Data Management,0,0,0,10.0
911,Availability,0,0,0,10.0
912,Security,0,0,0,10.0
913,Introduction,0,0,0,10.0
914,Messaging,0,0,0,10.0
915,Performance vs Scalability,0,0,0,10.0
916,Availability vs Consistency,0,0,0,10.0
917,High Availability,0,0,0,10.0
918,Resiliency,0,0,0,10.0
919,Release Notes / Product Announcements,0,0,0,10.0
920,Top-funnel Content,2,1,8,10.0
921,Customer Case-Studies,0,0,0,10.0
922,Developer Docs,0,0,0,10.0
923,Help Content,0,0,0,10.0
924,Frequently Asked Questions,0,0,0,10.0
925,Technical Website Copy,0,0,0,10.0
926,API Reference,0,0,0,10.0
927,Workspaces,5,1,17,10.0
928,Generics,0,0,0,10.0
929,Classes,0,0,0,10.0
930,Support Conscious Action,0,0,0,10.0
931,Make or Change Habits,0,0,0,10.0
932,API Styles,0,0,0,10.0
933,Transformer Models and LLMs,0,0,1,9.0
934,RAG & Implementation,0,0,1,9.0
935,Internationalization,0,0,1,9.0
936,Life Cycles,0,0,1,9.0
937,Log Frameworks,0,0,1,9.0
938,EKS,1,1,6,9.0
939,Version Control Systems,0,0,1,9.0
940,Search Engines,4,1,15,9.0
941,Metrics and KPIs,0,0,1,9.0
942,Visualization Fundamentals,0,0,1,9.0
943,Building for Scale,0,0,1,9.0
944,Repo Hosting Services,0,0,1,9.0
945,Types of Data Analytics,0,0,1,9.0
946,Big Data Technologies,1,1,6,9.0
947,Analysis / Reporting with Excel,0,0,1,9.0
948,Data Warehouse,0,0,1,9.0
949,Machine Learning,0,0,1,9.0
950,Data Obfuscation,0,0,1,9.0
951,Indexing,0,0,1,9.0
952,Graph Data Structures,0,0,1,9.0
953,What are Data Structures?,0,0,1,9.0
954,Defining Design Tokens,0,0,1,9.0
955,Configuration Management,0,0,1,9.0
956,Writing Skills,0,0,1,9.0
957,Key Metrics,1,1,6,9.0
958,IDEs,0,0,1,9.0
959,Public Speaking,0,0,1,9.0
960,Testing,2,1,9,9.0
961,Tailwind,1,1,6,9.0
962,GraphQL,4,1,15,9.0
963,Creating Apps,0,0,1,9.0
964,GitHub Actions,0,0,1,9.0
965,iOS Architecture,0,0,1,9.0
966,Swift (Recommended),0,0,1,9.0
967,Objective-C,0,0,1,9.0
968,Build Tools,0,0,1,9.0
969,I/O Operations,0,0,1,9.0
970,Expressions & Operators,0,0,1,9.0
971,Asynchronous JavaScript,0,0,1,9.0
972,Troubleshooting,1,1,6,9.0
973,What is Model Evaluation?,0,0,1,9.0
974,Explainable AI,0,0,1,9.0
975,Basic Syntax,0,0,1,9.0
976,Dimensionality Reduction,0,0,1,9.0
977,MLOps Principles,1,1,6,9.0
978,MLOps Components,1,1,6,9.0
979,Command Line Apps,0,0,1,9.0
980,Debugging,1,1,6,9.0
981,Installing PHP,0,0,1,9.0
982,State Management,0,0,1,9.0
983,Static Analysis,0,0,1,9.0
984,Infrastructure Skills,1,1,6,9.0
985,Product Identification,0,0,1,9.0
986,Concurrency,0,0,1,9.0
987,Performance,2,1,9,9.0
988,Writing CSS,1,1,6,9.0
989,Animation,1,1,6,9.0
990,Mobile Applications,0,0,1,9.0
991,Transactions,3,1,12,9.0
992,SSL/TLS Encryption,0,0,1,9.0
993,redis.conf,0,0,1,9.0
994,Responsibilities,0,0,1,9.0
995,Design Patterns,0,0,1,9.0
996,Architectural Principles,0,0,1,9.0
997,Reliability Patterns,0,0,1,9.0
998,Design & Implementation,0,0,1,9.0
999,Monitoring,0,0,1,9.0
1000,Communication,0,0,1,9.0
1001,SSR,1,1,6,9.0
1002,Code Injection,0,0,2,8.0
1003,Zones,0,0,2,8.0
1004,Exploratory Data Analysis (EDA),0,0,2,8.0
1005,Browser Rendering,3,1,13,8.0
1006,Package Managers,1,1,7,8.0
1007,Graph,0,0,2,8.0
1008,Column,0,0,2,8.0
1009,CI/CD,0,0,2,8.0
1010,Sorting Algorithms,0,0,2,8.0
1011,Logs Management,0,0,2,8.0
1012,Version Control,0,0,2,8.0
1013,Version Control Systems,0,0,2,8.0
1014,Deployment,0,0,2,8.0
1015,Working with Assets,0,0,2,8.0
1016,HTML,0,0,2,8.0
1017,Advanced Rendering,0,0,2,8.0
1018,Curve,0,0,2,8.0
1019,Orientation,0,0,2,8.0
1020,Serving over Internet,1,1,7,8.0
1021,Lambda Expressions,0,0,2,8.0
1022,Validation Techniques,0,0,2,8.0
1023,Deep Learning Architectures,0,0,2,8.0
1024,Scaling MongoDB,1,1,7,8.0
1025,Get Involved in Development,0,0,2,8.0
1026,High Level Database Concepts,0,0,2,8.0
1027,Value vs Features,1,1,7,8.0
1028,Scaling Products,3,1,13,8.0
1029,Agile Methodology,1,1,7,8.0
1030,Modules,0,0,2,8.0
1031,Package Managers,0,0,2,8.0
1032,CI / CD,1,1,7,8.0
1033,Traits & Generics,0,0,2,8.0
1034,Object Oriented Programming,0,0,2,8.0
1035,Enterprise Patterns,0,0,2,8.0
1036,Spring Boot Starters,0,0,2,8.0
1037,Data Definition Language (DDL),0,0,2,8.0
1038,Content Distribution,0,0,2,8.0
1039,Type Inference,0,0,2,8.0
1040,Measuring the Impact,0,0,2,8.0
1041,Cheating,0,0,2,8.0
1042,Mobile Apps,0,0,2,8.0
1043,HTTP Client,1,1,8,7.0
1044,Real-time APIs,2,1,11,7.0
1045,Types of data,3,1,14,7.0
1046,Data Architectures,1,1,8,7.0
1047,Professional Development,0,0,3,7.0
1048,Time Series Analysis,1,1,8,7.0
1049,Smart Contracts,0,0,3,7.0
1050,Common Algorithms,0,0,3,7.0
1051,Character Encodings,0,0,3,7.0
1052,Language Concepts,0,0,3,7.0
1053,Data Pipelines,0,0,3,7.0
1054,Existing Design Analysis,0,0,3,7.0
1055,GitHub Actions,1,1,8,7.0
1056,Version Control Systems,0,0,3,7.0
1057,Blogging,0,0,3,7.0
1058,Video Production,0,0,3,7.0
1059,Dynamics,0,0,3,7.0
1060,Collision Detection,0,0,3,7.0
1061,Game Engine,0,0,3,7.0
1062,Tagging,1,1,8,7.0
1063,Core Animation,1,1,8,7.0
1064,Xcode,0,0,3,7.0
1065,Async / Await,0,0,3,7.0
1066,Scheduling,1,1,8,7.0
1067,Data Formats,0,0,3,7.0
1068,Query Operators,0,0,3,7.0
1069,Error Handling,0,0,3,7.0
1070,Functions,0,0,3,7.0
1071,Relational Model,0,0,3,7.0
1072,Frontend Automation,0,0,3,7.0
1073,Backend Automation,0,0,3,7.0
1074,Accessibility Tests,0,0,3,7.0
1075,Core Components,0,0,3,7.0
1076,Redis Enterprise,0,0,3,7.0
1077,Modules & Crates,0,0,3,7.0
1078,Subqueries,0,0,3,7.0
1079,Conceptual Design,0,0,3,7.0
1080,App Configurations,0,0,3,7.0
1081,Accessibility,0,0,4,6.0
1082,Object Relational Mapping,0,0,4,6.0
1083,Tries,0,0,4,6.0
1084,Data Analytics,0,0,4,6.0
1085,Monit,3,1,15,6.0
1086,More GitHub,0,0,4,6.0
1087,Git Stash Basics,0,0,4,6.0
1088,Git Remotes,0,0,4,6.0
1089,Generative Adversarial Networks,0,0,4,6.0
1090,Regression,0,0,4,6.0
1091,Debugging,2,1,12,6.0
1092,Operations Knowledge,1,1,9,6.0
1093,Tools,0,0,4,6.0
1094,Asynchronism,0,0,4,6.0
1095,Content Delivery Networks,0,0,4,6.0
1096,Mid-funnel Content,1,1,9,6.0
1097,CI / CD Integration,4,1,18,6.0
1098,Ecosystem,0,0,4,6.0
1099,TypeScript Interfaces,0,0,4,6.0
1100,Design & Architecture,0,0,5,5.0
1101,CI / CD,0,0,5,5.0
1102,Testing,0,0,5,5.0
1103,Web Servers,3,1,16,5.0
1104,Serverless,0,0,5,5.0
1105,Cloud Design Patterns,0,0,5,5.0
1106,Dev Tools,1,1,10,5.0
1107,PWAs,3,1,16,5.0
1108,Loops and Iterations,0,0,5,5.0
1109,Using Browser DevTools,0,0,5,5.0
1110,Linear Algebra,0,0,5,5.0
1111,Using Native Modules,1,1,10,5.0
1112,Lua Scripting,2,1,13,5.0
1113,Serialization,0,0,5,5.0
1114,Testing,0,0,5,5.0
1115,Advanced SQL,0,0,5,5.0
1116,Open AI Embeddings API,0,0,6,4.0
1117,Distribution,0,0,6,4.0
1118,SES,0,0,6,4.0
1119,Security & Performance,2,1,14,4.0
1120,Processes and Threads,0,0,6,4.0
1121,Pointers and References,0,0,6,4.0
1122,Building a Personal Brand,0,0,6,4.0
1123,Reporting,0,0,6,4.0
1124,Thought Leadership,0,0,6,4.0
1125,User Management,0,0,6,4.0
1126,Portfolio Management,2,1,14,4.0
1127,Reactive Approach,0,0,6,4.0
1128,Asynchronous,0,0,6,4.0
1129,API Lifecycle Management,1,1,12,3.0
1130,Lambda,0,0,7,3.0
1131,Data Sources,2,1,15,3.0
1132,Deep Learning (Optional),0,0,7,3.0
1133,Tools,0,0,7,3.0
1134,Vitest,0,0,7,3.0
1135,App Store Optimization (ASO),1,1,12,3.0
1136,Containerization,0,0,7,3.0
1137,Infrastructure as Code,0,0,7,3.0
1138,Common Built-in Modules,0,0,7,3.0
1139,Learn to Automate,0,0,7,3.0
1140,Error Boundaries,0,0,7,3.0
1141,Component / Libraries,0,0,7,3.0
1142,SSG,0,0,7,3.0
1143,Working with Libraries,0,0,8,2.0
1144,GitHub Actions,2,1,16,2.0
1145,Pagination,0,0,8,2.0
1146,MongoDB Security,0,0,8,2.0
1147,Working with Engineering Teams,0,0,8,2.0
1148,Strategic Thinking,0,0,8,2.0
1149,Headless Testing,0,0,8,2.0
1150,Documenting with `rustdoc`,1,1,13,2.0
1151,Testing,3,1,19,2.0
1152,RxJS Basics,0,0,9,1.0
1153,Real-Time Data,2,1,17,1.0
1154,Data Modeling for BI,0,0,9,1.0
1155,A/B Testing,0,0,9,1.0
1156,Nginx,0,0,9,1.0
1157,Linters and Formatters,0,0,9,1.0
1158,Module Bundlers,0,0,9,1.0
1159,Static Site Generators,2,1,17,1.0
1160,Git hooks,0,0,9,1.0
1161,Architectural Patterns,0,0,9,1.0
1162,Storage and Volumes,0,0,9,1.0
1163,Persistence Options,1,1,14,1.0
1164,Integration & Workflows,1,1,15,0.0
1165,Advanced Analysis,1,1,15,0.0
1166,Cloud ML,0,0,10,0.0
1167,Deep Learning,0,0,10,0.0
1168,Enterprise Software,0,0,10,0.0
1169,Bottom-funnel Content,0,0,10,0.0
1170,Data Formats,1,1,16,-1.0
1171,Flutter Internals,0,0,11,-1.0
1172,Publishing Apps,0,0,11,-1.0
1173,Architectural Patterns,0,0,12,-2.0
1174,Ansible,1,1,17,-2.0
1175,CI / CD,0,0,12,-2.0
1176,Scaling Terraform,2,1,20,-2.0
1177,Standards and Compliance,0,0,13,-3.0
1178,NoSQL Databases,1,1,18,-3.0
1179,Mobile Apps,1,1,18,-3.0
1180,Keeping Updated with WWDC,0,0,13,-3.0
1181,Performance and Profiling,0,0,14,-4.0
1182,Replication Basics,0,0,15,-5.0
1183,Development Tools,0,0,16,-6.0
1184,Leadership and Influence,0,0,16,-6.0
1185,Security,1,1,21,-6.0
1186,SQL Fundamentals,0,0,17,-7.0
1187,Terraform,0,0,18,-8.0
1188,Building For Scale,0,0,19,-9.0
1189,Desktop Apps,0,0,19,-9.0
1190,HCP,0,0,22,-12.0
